place_id,SiteType,Chronology,Pa,Jo,Ya,Ko,Na,He,Me,site_type_tokens,special_site_type_exclusion_reason
13215002308,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002309,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002310,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002311,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002312,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13215002800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219002400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219002500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219003000,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219003300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219003400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219003500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219003702,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219003800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219003900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219004100,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219004202,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219004203,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219004204,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219004800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219005200,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219005300,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219005500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219005700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219005800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219006600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13219006700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13221006400,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13224000201,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13224000202,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13224000400,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224000500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224000600,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224011200,塚,[中世][近世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13224011700,塚,[中世][近世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13224019300,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13224019400,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13224019500,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13224019600,墓地,[中世][近世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13224019700,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13224019900,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13224020800,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224020801,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224020802,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224020803,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224020804,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224020805,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224020806,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224020807,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224020808,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224020809,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13224024900,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13224029400,塚,[中世][近世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13225003100,横穴墓,[古墳時代],0,0,0,1,0,0,0,横穴墓,ko_single_phase_exclusive_mortuary_site_type
13225007600,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13225007700,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13225008000,横穴墓群,[古墳時代],0,0,0,1,0,0,0,横穴墓群,ko_single_phase_exclusive_mortuary_site_type
13225008400,経塚,[中世],0,0,0,0,0,0,1,経塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13225009400,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13225009500,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13225010800,墓地,[中世],0,0,0,0,0,0,1,墓地,me_single_phase_exclusive_mound_burial_or_isolated_site_type
13228002200,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228004701,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228004702,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228004703,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228004704,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005000,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005901,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005903,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005904,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005905,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005906,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005907,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005908,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005909,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005910,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228005911,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006601,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006602,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006603,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006700,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006701,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006702,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006703,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006704,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006705,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006706,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006707,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006708,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006709,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006710,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006711,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006712,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006713,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006714,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006715,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006716,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006717,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006718,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006719,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006720,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006721,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006722,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006723,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006724,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006725,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006727,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006728,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006729,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006730,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006731,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006732,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006733,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006734,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006735,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006737,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006738,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006739,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006740,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006741,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006742,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006743,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006744,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006745,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006746,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006747,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228006905,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228007100,古墳,[古墳時代？],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228010401,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228010402,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228010403,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13228010500,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13305001900,古墳,[古墳時代],0,0,0,1,0,0,0,古墳,ko_single_phase_exclusive_mortuary_site_type
13308001201,塚,[中世],0,0,0,0,0,0,1,塚,me_single_phase_exclusive_mound_burial_or_isolated_site_type
