place_id,SiteType,Chronology,Pa,Jo,Ya,Ko,Na,He,Me,site_type_tokens,has_special_site_type_flag,has_special_function_site_type,special_site_type_class
13111013000,城館,[中世],0,0,0,0,0,0,1,城館,TRUE,TRUE,special_function
13111013100,城館,[中世],0,0,0,0,0,0,1,城館,TRUE,TRUE,special_function
13111013200,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111013300,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111013900,居館跡,[中世],0,0,0,0,0,0,1,居館跡,TRUE,TRUE,special_function
13111014100,墳墓,[平安時代],0,0,0,0,0,1,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111014400,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111014600,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111014700,墳墓,[平安時代],0,0,0,0,0,1,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111014900,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111015000,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111015200,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111015400,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111016100,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111016300,墳墓・その他（塚）,[中世],0,0,0,0,0,0,1,墳墓;その他（塚）,TRUE,FALSE,multiple_special_site_types
13111016700,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111016800,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111017400,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111017500,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111017600,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111017700,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111017800,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111017900,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111018000,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111019200,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111019300,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111019400,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111019500,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111019600,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111019700,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111019800,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111021000,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111021400,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111021500,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111021600,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111021800,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111022100,墳墓,[時代不明],0,0,0,0,0,0,0,墳墓,TRUE,FALSE,multiple_special_site_types
13111022400,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111022600,墳墓,[平安時代][中世],0,0,0,0,0,1,1,墳墓,TRUE,FALSE,multiple_special_site_types
13111023100,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111023200,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111023500,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13111023600,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13112003700,集落　城跡,[縄文時代（中期）][弥生時代][古墳時代][中世],0,1,1,1,0,0,1,集落;城跡,TRUE,TRUE,special_function
13112004500,集落・横穴墓,[旧石器時代][古墳時代][奈良時代][平安時代],1,0,0,1,1,1,0,集落;横穴墓,TRUE,FALSE,kofun_mortuary
13112004900,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13112008500,集落 城館,[縄文時代（早期〜後期）][古墳時代][中世][近世],0,1,0,1,0,0,1,集落;城館,TRUE,TRUE,special_function
13112008800,城館,[中世],0,0,0,0,0,0,1,城館,TRUE,TRUE,special_function
13112010500,集落・城館,[旧石器時代][縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世],1,1,1,1,1,1,1,集落;城館,TRUE,TRUE,special_function
13112012600,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13112013800,古墳,[古墳時代][中世],0,0,0,1,0,0,1,古墳,TRUE,FALSE,kofun_mortuary
13112016700,城館,[中世],0,0,0,0,0,0,1,城館,TRUE,TRUE,special_function
13112019700,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13112019900,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13112021600,墓地,[平安時代],0,0,0,0,0,1,0,墓地,TRUE,FALSE,multiple_special_site_types
13112022700,城館,[中世],0,0,0,0,0,0,1,城館,TRUE,TRUE,special_function
13112022800,城館,[中世],0,0,0,0,0,0,1,城館,TRUE,TRUE,special_function
13112027800,集落・城館,[旧石器時代][縄文時代（中期）][中世][近世],1,1,0,0,0,0,1,集落;城館,TRUE,TRUE,special_function
13113000200,包蔵地・古墳,[縄文時代][古墳時代][奈良時代][平安時代][近世],0,1,0,1,1,1,0,包蔵地;古墳,TRUE,FALSE,kofun_mortuary
13113001200,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113001300,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113003100,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113003600,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113004000,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113004100,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113004500,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113004700,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113004800,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113006400,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113006500,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113006600,城館,[中世],0,0,0,0,0,0,1,城館,TRUE,TRUE,special_function
13113006800,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113007200,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113007700,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13113009300,城館,[時代不明],0,0,0,0,0,0,0,城館,TRUE,TRUE,special_function
13114008100,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13114009600,城館,[中世],0,0,0,0,0,0,1,城館,TRUE,TRUE,special_function
13114009700,横穴墓,[時代不明],0,0,0,0,0,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13114009800,横穴墓,[時代不明],0,0,0,0,0,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13114010000,横穴墓,[時代不明],0,0,0,0,0,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13114010100,単独出土地,[奈良時代]？[平安時代]？,0,0,0,0,1,1,0,単独出土地,TRUE,FALSE,mound_burial_or_isolated
13115005200,横穴墓,[奈良時代?],0,0,0,0,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13115005700,横穴墓,[奈良時代?],0,0,0,0,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13115005800,横穴墓,[奈良時代],0,0,0,0,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13115007000,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13115012500,地下式横穴,[中世],0,0,0,0,0,0,1,地下式横穴,TRUE,FALSE,kofun_mortuary
13115018000,集落・古墳,[旧石器時代][縄文時代（早期・中期）][古墳時代][中世],1,1,0,1,0,0,1,集落;古墳,TRUE,FALSE,kofun_mortuary
13117000300,横穴墓,[古墳時代][奈良時代],0,0,0,1,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13117000700,横穴墓,[奈良時代],0,0,0,0,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13117001500,集落・城館,[古墳時代][奈良時代][中世],0,0,0,1,1,0,1,集落;城館,TRUE,TRUE,special_function
13117001900,集落・その他の墓,[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][近世],1,1,1,1,1,1,0,集落;その他の墓,TRUE,FALSE,multiple_special_site_types
13117002100,横穴墓,[奈良時代],0,0,0,0,1,0,0,横穴墓,TRUE,FALSE,kofun_mortuary
13117002700,集落・貝塚・その他の墓・城館,[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],1,1,1,1,1,1,1,集落;貝塚;その他の墓;城館,TRUE,TRUE,multiple_special_site_types
13117003700,城館,[中世],0,0,0,0,0,0,1,城館,TRUE,TRUE,special_function
13117003800,城館,[中世],0,0,0,0,0,0,1,城館,TRUE,TRUE,special_function
13117004100,集落・貝塚・古墳,[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],0,1,1,1,1,1,1,集落;貝塚;古墳,TRUE,FALSE,kofun_mortuary
13118000600,城館,[中世],0,0,0,0,0,0,1,城館,TRUE,TRUE,special_function
13119000700,集落・古墳,[旧石器時代][縄文時代（前期）][弥生時代（後期）][古墳時代][平安時代][近世],1,1,1,1,0,1,0,集落;古墳,TRUE,FALSE,kofun_mortuary
13119002800,包蔵地・城館,[縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][中世],0,1,1,1,0,0,1,包蔵地;城館,TRUE,TRUE,special_function
13119005200,包蔵地・集落・城館,[縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][中世][近世],0,1,1,1,0,0,1,包蔵地;集落;城館,TRUE,TRUE,special_function
13119006300,包蔵地・集落・墳墓,[旧石器時代][縄文時代（中期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世],1,1,1,1,1,1,1,包蔵地;集落;墳墓,TRUE,FALSE,multiple_special_site_types
13119010100,包蔵地・集落・城館,[旧石器時代][縄文時代（早期〜後期）][弥生時代（中期〜後期）][古墳時代][奈良時代][平安時代][中世][近世],1,1,1,1,1,1,1,包蔵地;集落;城館,TRUE,TRUE,special_function
13119013900,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119014000,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119014200,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119014300,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119014400,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119014500,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119014600,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119014700,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119014800,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119014900,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119015200,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119015300,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119015400,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119015500,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119015900,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119016100,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119016200,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119016400,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119016600,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13119016700,塚,[時代不明],0,0,0,0,0,0,0,塚,TRUE,FALSE,mound_burial_or_isolated
13120002400,地下式横穴,[中世],0,0,0,0,0,0,1,地下式横穴,TRUE,FALSE,kofun_mortuary
13120002600,地下式横穴,[中世],0,0,0,0,0,0,1,地下式横穴,TRUE,FALSE,kofun_mortuary
13120004500,集落・城館,[旧石器時代][縄文時代（早期〜晩期）][弥生時代][中世],1,1,1,0,0,0,1,集落;城館,TRUE,TRUE,special_function
13120005000,集落・城館,[旧石器時代][縄文時代（早期〜後期）][古墳時代][奈良時代][平安時代][中世],1,1,0,1,1,1,1,集落;城館,TRUE,TRUE,special_function
13120009100,集落・その他の墓,[旧石器時代][縄文時代（中期〜後期）][弥生時代（後期）][奈良時代][平安時代][近世],1,1,1,0,1,1,0,集落;その他の墓,TRUE,FALSE,multiple_special_site_types
13120009800,集落・墓地,[旧石器時代][縄文時代（早期〜晩期）][弥生時代][奈良時代][平安時代][中世][近世],1,1,1,0,1,1,1,集落;墓地,TRUE,FALSE,multiple_special_site_types
13120013000,集落・城館,[旧石器時代][縄文時代（早期〜中期）][弥生時代][古墳時代][奈良時代][平安時代][中世],1,1,1,1,1,1,1,集落;城館,TRUE,TRUE,special_function
